question,passage_title,sia_score
"This footballer played in the top divisions in Italy, Spain, England and Germany and is known for what?his speed on the ball",Emra Tahirović,1.18
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Manchester City F.C.,2.29
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Magic Weekend,1.19
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",City of Manchester Stadium,3.33
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",List of Manchester City F.C. seasons,1.65
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Early grounds of Manchester City F.C.,1.07
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Manchester City F.C. league record by opponent,1.69
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Etihad Campus tram stop,1.62
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Manchester derby,1.78
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Etihad Campus,1.43
"Manchester City Football Club is a football club in Manchester, England, the club moved to the City of Manchester Stadium, in Manchester, England, also known as the Etihad Stadium for sponsorship reasons, in what year?2003",Manchester City F.C. ownership and finances,1.76
Both Corydalis and Cedrus are what level of classification in the naming system?genus,XaAES,0.3
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Naming customs of Taiwanese aborigines,1.08
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Autonomous prefectures of China,0.62
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Type 3 120 mm 45 caliber naval gun,0.51
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Corydalis,1.46
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Folk taxonomy,1.68
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Comstock–Needham system,1.13
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Amphirhina,1.43
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Cedrus,1.16
Both Corydalis and Cedrus are what level of classification in the naming system?genus,Millionaire,0.25
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,List of Nobel laureates in Literature,1.22
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,A Death in the Family,1.03
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,Nobel Prize in Literature,1.24
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,James Agee,1.06
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,Nelly Sachs,1.07
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,Matthew Mead (poet),0.98
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,List of Danish Nobel laureates,1.07
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,List of Nobel laureates in Physiology or Medicine,1.11
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,Nobel Prize in Physics,1.25
Have James Agee and Nelly Sachs both won a Nobel Prize in Literature?no,Nelly Sachs Prize,1.92
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",Ampere station,0.19
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",Nat King Cole Sings My Fair Lady,1.17
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",My Fair Lady Loves Jazz,0.82
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",Yoon Sang-hyun,1.8
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",Radio Active (New Zealand),0.7
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",I Can Hear Your Voice,1.56
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",Teesside power station,0.23
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",Alma Cuervo,0.81
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",My Fair Lady (Oscar Peterson Trio album),1.57
"On which station could you have watched the actor from ""My Fair Lady"" play a character in ""I Can Hear Your Voice""? SBS",My Fair Lady with the Un-original Cast,1.03
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",Boroughitis,1.29
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",Allkpop,2.73
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",39th Legislative District (New Jersey),1.06
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater","Ridgefield Township, New Jersey",0.47
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",Adam Boyd (politician),0.6
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",William D. McDowell,0.68
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater","Edgewater, New Jersey",1.81
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",John Fell (judge),0.62
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",Doris Mahalick,0.48
"Allkpop is a blog based in what Bergen County, New Jersey borough?Edgewater",Bergen County Christian Academy,0.9
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,Scott Shiflett,1.43
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,Foo Fighters discography,2.15
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,Glitter in the Gutter,1.32
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,Chris Shiflett &amp; the Dead Peasants,1.56
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,Exhausted (song),1.85
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,List of Foo Fighters band members,1.5
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,All My Life (Foo Fighters song),1.52
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,Miracle (Foo Fighters song),1.42
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,One by One (Foo Fighters album),1.72
What award did a single from the first Foo Fighters album to feature Chris Shiflett win?Grammy Award,Songs from the Laundry Room,1.74
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Debra Feuer,1.31
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Sa Sandaling Kailangan Mo Ako,0.85
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Kshana Kshanam,0.72
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Toby Tarnow,0.96
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Kim Ji-young (actress born 1974),0.86
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Eva Holubová,0.88
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Gary Mauer,0.64
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",The Sporting Venus,0.94
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Lily Tomlin,1.58
"Moment by Moment was from the movie that starred which actress, comedian, and producer?Mary Jean ""Lily"" Tomlin",Moment by Moment (song),1.56
Reagan and Give Us Our Skeletons were both which kind of films?film,M. Venkataraju,0.45
