question,passage_title,sia_score
"Joyner Lucas (born August 17, 1988), is an American rapper from Worcester, Massachusetts currently signed to Atlantic Records, he released his fourth mixtape and first on a major label, on June 16, 2017, by Atlantic Records, titled what?508-507-2209",Bodak Yellow,1.05
"Joyner Lucas (born August 17, 1988), is an American rapper from Worcester, Massachusetts currently signed to Atlantic Records, he released his fourth mixtape and first on a major label, on June 16, 2017, by Atlantic Records, titled what?508-507-2209",Lil Ru,0.9
"Joyner Lucas (born August 17, 1988), is an American rapper from Worcester, Massachusetts currently signed to Atlantic Records, he released his fourth mixtape and first on a major label, on June 16, 2017, by Atlantic Records, titled what?508-507-2209",The Perfect Luv Tape,1.06
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Governor of Buenos Aires Province,0.88
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Decembrist revolution (Argentina),0.51
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Mar del Plata,1.09
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,National University of Central Buenos Aires,1.21
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Juan Carlos Castagnino,1.8
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Béccar,0.96
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Magda Frank,0.84
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Battle of Márquez Bridge,0.96
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Juan Carlos Castagnino Municipal Museum of Art,2.49
In what part of Buenos Aires Province is the city that has The Juan Carlos Castagnino Municipal Museum of Art located?southeast,Ángel María de Rosa Municipal Museum of Art,2.05
What type of category does Obregonia and Cymbidium have in common?genus,Cymbidium,1.01
What type of category does Obregonia and Cymbidium have in common?genus,Dagger symmetric monoidal category,0.65
What type of category does Obregonia and Cymbidium have in common?genus,Yoneda lemma,0.48
What type of category does Obregonia and Cymbidium have in common?genus,Fitkid,0.42
What type of category does Obregonia and Cymbidium have in common?genus,Category utility,0.73
What type of category does Obregonia and Cymbidium have in common?genus,Odontoglossum ringspot virus,1.03
What type of category does Obregonia and Cymbidium have in common?genus,Internal category,1.03
What type of category does Obregonia and Cymbidium have in common?genus,Hurricane Hugo,0.22
What type of category does Obregonia and Cymbidium have in common?genus,Obregonia,1.19
What type of category does Obregonia and Cymbidium have in common?genus,Cymbidium goeringii,1.26
What was the famous novel mentioned in the above paragraphs?Catch-22,Birendra Kumar Bhattacharya,0.8
What was the famous novel mentioned in the above paragraphs?Catch-22,Dolores Claiborne,1.05
What was the famous novel mentioned in the above paragraphs?Catch-22,"The History of Tom Jones, a Foundling",0.98
What was the famous novel mentioned in the above paragraphs?Catch-22,Go Set a Watchman,0.8
What was the famous novel mentioned in the above paragraphs?Catch-22,The Wilder Shores of Love,1.03
What was the famous novel mentioned in the above paragraphs?Catch-22,Chitralekha (novel),1.06
What was the famous novel mentioned in the above paragraphs?Catch-22,En rade,0.89
What was the famous novel mentioned in the above paragraphs?Catch-22,Joseph Heller,1.88
What was the famous novel mentioned in the above paragraphs?Catch-22,Orr (Catch-22),0.92
What was the famous novel mentioned in the above paragraphs?Catch-22,The Family (Ba Jin novel),0.86
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Ten Notes on a Summer's Day,1.01
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Antonio Buonomo,0.8
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,The V.I.P.s (band),0.97
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Erwin Ratz,0.29
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Art rock,2.62
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,St Luke Passion (Penderecki),0.47
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Chris Trout,1.18
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Alan Smyth,0.93
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Vernian Process,1.34
Smokers Die Younger is a band that has performed what avant-garde musical form?Art rock,Smokers Die Younger,2.41
"when was American singer that  Manuel Seal has as credits born May 16, 1966",It's Like That (Mariah Carey song),0.84
"when was American singer that  Manuel Seal has as credits born May 16, 1966",Understanding (song),1.44
"when was American singer that  Manuel Seal has as credits born May 16, 1966",Manuel Seal,1.28
"when was American singer that  Manuel Seal has as credits born May 16, 1966",Always Be My Baby,0.91
"when was American singer that  Manuel Seal has as credits born May 16, 1966",20 Y.O.,0.95
"when was American singer that  Manuel Seal has as credits born May 16, 1966",We Belong Together,0.77
"when was American singer that  Manuel Seal has as credits born May 16, 1966",Janet Jackson,1.14
"when was American singer that  Manuel Seal has as credits born May 16, 1966",Kick Your Game,0.82
"when was American singer that  Manuel Seal has as credits born May 16, 1966",With U,0.9
"when was American singer that  Manuel Seal has as credits born May 16, 1966",Just Kickin' It,1.17
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County",Tom Emanski,0.7
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County","Ridgewood, New Jersey",1.15
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County","Athens, Georgia",0.83
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County",Mark Romanek,0.66
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County",James Tanton,0.59
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County","Sioux City, Iowa",0.96
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County",Chris Grismer,0.68
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County",Cloud Nine (Kottonmouth Kings album),0.46
"What county is the city that creator of the videos referred to as ""Then Nine Commandments"" was born in?Bergen County",Stephano Barberis,0.62
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Ben Coates,0.74
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Karl Brill,0.84
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,1892 Vanderbilt Commodores football team,0.81
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Mariam Stepanyan,0.71
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Matt Nagy,0.5
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Wesley Englehorn,1.22
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Jerome H. Holland,0.91
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Bob Adams (American football),0.6
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,"Delaware Fightin' Blue Hens football, 1900–09",1.67
What specific college in Delaware did Jamin Elliott play football with Matt Nagy?University of Delaware,Jamin Elliott,1.22
What year was the author of The Finkler Question born?1942,Aaron ben Isaac Sason,1.54
What year was the author of The Finkler Question born?1942,Howard Jacobson,0.88
What year was the author of The Finkler Question born?1942,Jeanette Windle,0.71
What year was the author of The Finkler Question born?1942,Stefanie DeLeo,0.55
What year was the author of The Finkler Question born?1942,Cornealious Michael Anderson III,0.5
What year was the author of The Finkler Question born?1942,Matthew Lesko,0.49
What year was the author of The Finkler Question born?1942,The Bridge of San Luis Rey,0.4
What year was the author of The Finkler Question born?1942,The Finkler Question,1.03
What year was the author of The Finkler Question born?1942,"Always and Forever, Lara Jean",0.47
What year was the author of The Finkler Question born?1942,Brad Palmer,0.15
"Are Fuzhou, Jiangxi and Malipo County located in the same province?no",Fuzhou Railway Station,1.15
"Are Fuzhou, Jiangxi and Malipo County located in the same province?no",Fuzhou East Railway Station,1.69
"Are Fuzhou, Jiangxi and Malipo County located in the same province?no",Guangchang County,1.44
