question,sentence,sia_score
Seasons occur because long ago something huge slammed into our planet and now its axis is,Earth 's tilt on its axis causes seasons to occur,2.48
Which is true?,"coffee can be hot
",2.352
Recycling products such as papers can help the environment to,recycling has a positive impact on the environment,2.432
What causes food to taste sweet?,sugar causes food to taste sweet,2.064
You find a furry creature walking around. What feature would also describe this animal?,a mammal is warm-blooded,2.48
Which is more accurate:,gills are used for breathing water by aquatic animals,2.552
"What shows that as the size of a flower increases , the number of pollinators it will attract increases?","as the size of a flower increases , the number of pollinators it will attract increases",2.568
Animal rights activists are against people going into forests to live and build things because that will lead to animals homes being,"humans take away animals homes
",2.168
Which location gets the most sunlight?,"The Sahara is a desert
",2.128
The best place to get vitamin D is,dairy is a source of Vitamin D,2.464
"Plants may use leaves, especially waxy ones, in order to",waxy leaves are used for storing water by some plants,2.456
What will receive more sunlight?,"Elephant Ear leaves will receive a lot of sun because they are large
",2.8560000000000003
"A person wanting to avoid polluting the air will, when considering vehicles, choose",many vehicles emit pollution into the air,2.016
Solar energy called sunlight originates from,"our celestial star is the sun
",2.8960000000000004
What causes food to taste sweet?,"crystal sucrose is table sugar
",2.184
Matter in the gas phase has,"volume is an amount
",2.0
"An example of a chemical change is acid breaking down substances, another is","lemon juice is a chemical
",2.64
Which is true?,"oxygen and hydrogen form water
",2.824
"A mighty river flows through an area for millennia. Afterwards, it can be noted that where there once were shallow rivers, there are now",most canyons are formed by flowing rivers through erosion over long periods of time,2.312
Wide tree rings mean,"as the amount of available water decreases , tree-growth rings will become narrower",2.544
As a liquid's temperatures get hotter,"hot water over ice will turn the ice back into liquid form
",2.512
What is a radio used for?,"human contact is communication
",2.104
A large body of salty water drying up is responsible for the creation of the,"oceans contain salt water
",2.384
"Dead organisms, like trees provide",dead organisms rot,2.184
which of these conditions might lead to the inability to move one's bones?,muscles pull bones to move the bones,2.064
"A person loves spring, and it has just passed by. They will enjoy it again the next time","irises are flowers
",2.1919999999999997
"A person needs to find a way to shore while on a raft. Another person tells the first person which direction to go in order to safely reach land, so the person directing is","navigating is giving directions
",2.552
Flowers start die when,"Flowers decompose when pulled from the ground.
",2.784
Where do soil nutrients also exist?,if some nutrients are in the soil then those nutrients are in the food chain,2.224
treating water is used to remove harmful substances before what?,"guzzling is drinking
",2.3040000000000003
If a liquid disappears then that liquid probably did what?,"to gasify is become evaporateed
",2.1919999999999997
A microscope uses refraction to increases,magnifying makes seeing small things easier through using a microscope,2.384
A coal mine is what?,"mountains are a source of coal where mines are dug
",2.2640000000000002
A container with a printed scale on it's side is used to,"volume is an amount
",2.384
Humans sometimes eat what?,humans sometimes eat seeds,2.28
Taking shorter showers is a great way to conserve,"H2O is water
",2.272
Which relationship is true?,"snakes are cold blooded
",2.72
Which likely best models an earthquake?,"foil can be torn
",2.272
Your body goes into starvation mode when you insufficient amounts of,lack of food causes starvation,2.576
It would be unexpected to see a mouse with,a mouse gives birth to live young,2.248
What is the source of cooling that turns lava into land?,new land can be formed by volcanoes erupting by lava cooling,2.2159999999999997
Where could you most likely jump to the top of a mountain?,the surface of the Moon contains mountains,2.44
"Two felled trees, split in twain, with the same number of rings, means they're the same","age markings on tall plants are rings in trees
",2.12
Turning a piece of paper into a ball is an example of,"squashing means to crumple
",2.44
Summer is the season where,summer is when a hemisphere is tilted towards the sun,2.456
"A person needs to make a stove run with only energy that will run forever, so they make a","a stove is an electrical device
",2.2
